Molecule.ChEMBL.ID,Smiles,Standard.Type,Standard.Relation,Standard.Value,Standard.Units,Molecular.Weight,AlogP
CHEMBL179929,COc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,IC50,'=',315,nM,429.56,5.57
CHEMBL184360,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CCC4)cc2)cc1,IC50,'=',47,nM,503.66,6.85
CHEMBL181944,C[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,IC50,'=',176,nM,463.6,5.93
CHEMBL184421,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@H]4C[C@H]43)cc2)cc1,IC50,'=',33,nM,461.58,5.54
CHEMBL190487,O=C1C(c2ccc(O)cc2)=C(Br)c2c(O)cc(O)cc21,IC50,'=',267,nM,333.14,3.26
CHEMBL184491,NC(=O)C1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,IC50,'=',366,nM,506.62,4.64
CHEMBL184679,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](F)C3)cc2)cc1,IC50,'=',59,nM,467.56,5.49
CHEMBL183090,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)c(F)c4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',5.3,nM,495.62,6.31
CHEMBL79021,O=c1c2ccc(O)cc2oc2c1oc1ccc(O)cc12,IC50,'=',847,nM,268.22,3.1
CHEMBL181248,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OC[C@H](C)N3CCC[C@H]3C)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',4.1,nM,491.6,6.51
CHEMBL368449,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',21,nM,473.61,6.23
CHEMBL181368,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCCN3CCCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',18,nM,491.6,6.51
CHEMBL188846,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,IC50,'=',2.2,nM,271.25,3.69
CHEMBL2113027,CC[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',19,nM,477.63,6.18
CHEMBL380717,Cc1c(O)ccc2c1oc(=O)c1c(C)c(O)cc(C)c12,IC50,'=',5.7,nM,270.28,3.28
CHEMBL192102,Oc1ccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)cc1,IC50,'=',748,nM,312.37,5.59
CHEMBL369979,C=CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',128,nM,316.49,4.23
CHEMBL199766,Oc1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,IC50,'=',355,nM,285.35,5.21
CHEMBL372337,C[C@@H]1CCN(CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)C1,IC50,'=',3.1,nM,473.59,5.93
CHEMBL198803,C[C@@H](COc1ccc(C(=O)c2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1)N1CCCC1,IC50,'=',2.6,nM,473.59,6.07
CHEMBL203724,Oc1ccc(-n2cnc3cc(O)cc(O)c3c2=S)nc1,IC50,'=',515,nM,287.3,2.27
CHEMBL3589695,Cc1cccc(OS(=O)(=O)C2CC3OC2C(c2ccc(NC(=O)CCCCCCC(=O)NO)cc2)=C3c2ccc(O)cc2)c1,IC50,'=',613,nM,620.72,5.34
CHEMBL191238,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,IC50,'=',11,nM,313.71,4.58
CHEMBL195280,N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(F)c12,IC50,'=',5.6,nM,297.26,4.07
CHEMBL365941,O=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,IC50,'=',3.4,nM,282.27,3.87
CHEMBL195290,C=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,IC50,'=',4.4,nM,280.3,4.7
CHEMBL186597,Cc1cc(-c2noc3cc(O)ccc23)c(O)cc1O,IC50,'=',5,nM,257.25,2.92
CHEMBL191808,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1F,IC50,'=',4,nM,288.7,4.71
CHEMBL185231,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C[C@H]4CCCC[C@H]4C3)cc2)cc1,IC50,'=',33,nM,503.66,6.57
CHEMBL365290,Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,IC50,'=',5.6,nM,240.26,3.82
CHEMBL311640,O=c1c2oc3cc(O)ccc3c2oc2cc(O)cc(O)c12,IC50,'=',4.4,nM,284.22,2.81
CHEMBL377457,CCCCC12CCC(=O)C(C)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',27,nM,295.39,3.83
CHEMBL213481,CCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,IC50,'=',18,nM,281.36,3.44
CHEMBL377694,CCCC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2,IC50,'=',4.4,nM,321.21,4.2
CHEMBL202738,O=c1c2c(O)cc(O)cc2ncn1-c1cccc(O)c1,IC50,'=',3842,nM,270.24,1.5
CHEMBL203442,CCCc1c(O)cc2ncn(-c3ccc(O)cc3)c(=O)c2c1O,IC50,'=',7305,nM,312.32,2.46
CHEMBL205249,C=Cc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,IC50,'=',17004,nM,280.28,2.44
CHEMBL212419,CC1=C2c3ccc(O)cc3CC2(C(C)C)CCC1=O,IC50,'=',123,nM,256.35,3.73
CHEMBL377171,CCCC12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',12.6,nM,280.37,4.04
CHEMBL208929,CC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',2.8,nM,320.31,4.19
CHEMBL377644,CCCC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',0.8,nM,348.37,4.97
CHEMBL377988,CCCC[C@@]12CCC(=O)C(C(=O)OC)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',5.2,nM,338.41,3.59
CHEMBL379566,CCC12CCC(=O)C(C)=C1c1ccc3[nH]nc(Br)c3c1C2,IC50,'=',103,nM,345.24,4.41
CHEMBL205988,Cc1c(O)ccc2c1oc(=O)c1cccc(C)c12,IC50,'=',326,nM,240.26,3.27
CHEMBL203519,Cc1c(O)ccc2c1oc(=O)c1ccccc12,IC50,'=',1450,nM,226.23,2.96
CHEMBL1460155,OCCN1CCN(C(c2cccs2)c2ccc3cccnc3c2O)CC1,IC50,'=',2823.81,nM,369.49,2.7
CHEMBL1342384,CN(C)c1ccc(NC(=O)Cn2cc3c(n2)CCCC3)cc1,IC50,'=',325.85,nM,298.39,2.47
CHEMBL192587,COc1cc(O)cc2c1C(Br)=C(c1ccc(O)cc1)C2=O,IC50,'=',150,nM,347.16,3.57
CHEMBL189541,NC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,IC50,'=',1150,nM,253.26,2.12
CHEMBL1222036,O=C(O)/C=C/c1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(O)cc3)sc2c1,IC50,'=',104,nM,527.64,6.47
CHEMBL204642,C=C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@]2(C)O,IC50,'=',25,nM,316.49,4.23
CHEMBL310972,O=c1c2sc3ccccc3c2oc2cc(O)cc(O)c12,IC50,'=',762,nM,284.29,3.57
CHEMBL3578271,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(Cl)ccc3[nH]2)C1=O,IC50,'=',2400,nM,463.9,5.53
CHEMBL181404,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',16,nM,477.58,5.98
CHEMBL369724,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',15,nM,459.59,5.84
CHEMBL419110,CC(C)(C)[C@H]1Sc2cc(O)ccc2O[C@H]1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',43,nM,427.61,5.9
CHEMBL180538,C[C@H]1c2ccc(O)cc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',179,nM,459.59,5.98
CHEMBL201365,Oc1ccc(-n2c(-c3ccccc3Cl)nc3ccccc32)cc1,IC50,'=',149,nM,320.78,5.05
CHEMBL178665,O=C(c1ccc(N2CCN(C(=O)c3cccc(Cl)c3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',3.7,nM,569.08,6.83
CHEMBL440757,C#Cc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,IC50,'=',75,nM,261.28,3.29
CHEMBL1097284,Cc1ccc(S(=O)(=O)N2Cc3ccc([C@]4(O)CC[C@H]5[C@@H]6CCc7cc(O)ccc7[C@H]6CC[C@@]54C)cc3C2)cc1,IC50,'=',500.03,nM,543.73,6.15
CHEMBL512579,Cc1c(O)c(C)c2occ(-c3ccc(O)cc3)c(=O)c2c1O,IC50,'=',880,nM,298.29,3.19
CHEMBL470785,C=CC[C@@]12CC[C@](O)(C#CC)C[C@H]1CCc1cc(O)ccc12,IC50,'=',250,nM,296.41,3.71
CHEMBL360817,Oc1ccc2oc(-c3ccc(O)c(F)c3)nc2c1,IC50,'=',66,nM,245.21,3.05
CHEMBL31128,CC(C)[C@H]1C(=O)c2ccc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',930,nM,409.53,4.85
CHEMBL183367,Oc1ccc2c(-c3nc4cc(O)ccc4o3)cccc2c1,IC50,'=',15,nM,277.28,4.06
CHEMBL360338,CCC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,IC50,'=',3.2,nM,282.3,4.1
CHEMBL414859,Cc1c(O)ccc2c1oc(=O)c1cc(O)cc(C)c12,IC50,'=',54,nM,256.26,2.97
CHEMBL441499,O=C(c1ccc(N2CCN(C(=O)c3cccc(O)c3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',19.77,nM,550.64,5.88
CHEMBL181936,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',12,nM,445.56,5.59
CHEMBL392000,C=CC[C@@H]1C2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C=C)CC[C@@H]1O,IC50,'=',3020,nM,342.52,4.64
CHEMBL91052,Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccccc1,IC50,'=',48.8,nM,301.39,4.54
CHEMBL77851,Oc1ccc2c(c1)CCC1Oc3cc(O)ccc3N=C21,IC50,'=',2600,nM,267.28,2.93
CHEMBL469512,Fc1ccc2c(c1)OCCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,IC50,'=',31,nM,429.54,6.04
CHEMBL471627,Oc1cccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)c1,IC50,'=',6,nM,445.53,5.75
CHEMBL203122,CC(C)c1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,IC50,'=',48086,nM,312.32,2.63
CHEMBL249700,C=C1C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1,IC50,'=',34,nM,286.46,4.87
CHEMBL398841,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@@]21C,IC50,'=',14,nM,326.48,3.84
CHEMBL249904,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C=C(C)CC[C@]4(C=C)[C@H]3CC[C@@]21C,IC50,'=',72,nM,322.49,5.04
CHEMBL246139,C/C=C\[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]3CC[C@H](O)[C@@]3(C)CC[C@@H]12,IC50,'=',16,nM,316.49,4.23
CHEMBL44426,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,IC50,'=',40,nM,456.59,5.94
CHEMBL194718,Oc1ccc2ccc(-c3ccccc3)cc2c1,IC50,'=',527,nM,220.27,4.21
CHEMBL10560,CC#C[C@@]1(O)CC[C@@]2(CC)c3ccc(O)cc3CC[C@@H]2C1,IC50,'=',580,nM,284.4,3.54
CHEMBL194873,Oc1cccc(-c2ccc3ccc(O)cc3c2)c1,IC50,'=',566,nM,236.27,3.92
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IC50,'=',130,nM,270.24,2.58
CHEMBL380469,CCCCC12CCC(=O)C(c3ccccc3)=C1c1ccc(O)cc1C2,IC50,'=',2,nM,332.44,5.4
CHEMBL1094732,CC(=O)C1(C(C)=O)Cc2ccc([C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@@]43C)cc2C1,IC50,'=',253.51,nM,472.63,5.4
CHEMBL196283,CN(C)CCOc1ccc(Cn2c3ccccc3c3sc4cc(O)ccc4c32)cc1,IC50,'=',45.6,nM,416.55,5.7
CHEMBL92335,Cc1cc2c(cc1O)O[C@H](c1ccc(OCCN3CCCCC3)cc1)[C@H](c1ccc(O)cc1)S2,IC50,'=',595,nM,477.63,6.24
CHEMBL189303,C=CCc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',14,nM,285.27,3.77
CHEMBL200232,Oc1ccc(-c2[nH]c3ccccc3c2-c2ccc(O)cc2)cc1,IC50,'=',11.9,nM,301.35,4.91
CHEMBL434525,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC3CO4)cc2)cc1,IC50,'=',73,nM,477.58,4.92
CHEMBL193146,Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1,IC50,'=',1.1,nM,288.7,4.71
CHEMBL371624,N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)cc12,IC50,'=',2.3,nM,261.28,3.79
CHEMBL216596,CCCCCCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',69,nM,370.45,5.02
CHEMBL192901,O=Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,IC50,'=',1.1,nM,282.27,3.87
CHEMBL187473,Oc1ccc(-c2noc3ccc(O)cc23)c(O)c1,IC50,'=',138,nM,243.22,2.61
CHEMBL185837,O/N=C/c1cc(O)ccc1-c1noc2cc(O)ccc12,IC50,'=',383,nM,270.24,2.71
CHEMBL180253,C[C@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,IC50,'=',627,nM,459.59,5.98
CHEMBL1499638,CCC1(C)NC(=O)N(CC(=O)Nc2sc3c(c2C(N)=O)CCC3)C1=O,IC50,'=',32.49,nM,364.43,0.99
CHEMBL1501269,Cc1cc(=O)oc2c(CN3CCC(C)CC3)c(O)c(Cl)cc12,IC50,'=',5227.02,nM,321.8,3.69
CHEMBL213457,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2cccc(F)c2)CCC1=O,IC50,'=',1600,nM,346.41,4.62
CHEMBL211358,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2ccccc2F)CCC1=O,IC50,'=',560,nM,346.41,4.62
CHEMBL385279,CCCCCc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1)CC2=O,IC50,'=',97,nM,342.39,4.24
CHEMBL291002,CCCc1cc(O)cc2c1C(=O)[C@@H](c1ccc(O)cc1)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',207,nM,501.62,6.02
CHEMBL439806,Oc1ccc2c(c1)CC1(C2)C(c2ccccc2)=Cc2ccccc21,IC50,'=',429,nM,310.4,4.98
CHEMBL364092,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1,IC50,'=',2.52,nM,270.71,4.57
CHEMBL192782,Oc1ccc(-c2ccc3c(F)c(O)ccc3c2)cc1,IC50,'=',7,nM,254.26,4.06
CHEMBL364502,N#Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,IC50,'=',81,nM,261.28,3.79
CHEMBL195878,Oc1ccc(-c2ccc3cc(O)ccc3c2)c(F)c1,IC50,'=',2,nM,254.26,4.06
CHEMBL238890,COc1ccccc1[C@H](c1cccc2ccccc12)[C@@](C)(C#N)C(=O)N1CCC(c2cccc(C(F)(F)F)c2)CC1,IC50,'=',1500,nM,556.63,7.94
CHEMBL1276308,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,IC50,'=',812,nM,429.6,5.41
CHEMBL80314,COc1cc(O)c2c(=O)c3c(oc2c1)oc1cc(O)ccc13,IC50,'=',127,nM,298.25,3.11
CHEMBL1566298,Cc1noc(C)c1CSCC(=O)OCC(=O)Nc1sccc1C#N,IC50,'=',15828.54,nM,365.44,2.64
CHEMBL31127,O=C1c2ccc(O)cc2O[C@H](c2ccc(O)cc2)[C@@H]1c1ccc(O)cc1,IC50,'=',598,nM,348.35,3.9
CHEMBL362507,C=Cc1cc(O)cc2nc(-c3cc(F)c(O)c(F)c3)oc12,IC50,'=',201,nM,289.24,3.83
CHEMBL188299,Oc1ccc2cc(-c3noc4ccc(O)cc34)ccc2c1,IC50,'=',112,nM,277.28,4.06
CHEMBL183489,C[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,IC50,'=',21,nM,463.6,5.93
CHEMBL362272,COc1cc(O)c(Br)c2cc(-c3ccc(O)c(F)c3)oc12,IC50,'=',3.3,nM,353.14,4.42
CHEMBL1495173,O=C(O)c1sccc1Oc1ccccc1[N+](=O)[O-],IC50,'=',9923.14,nM,265.25,3.15
CHEMBL1387610,c1ccc(-c2noc(-c3ccc4c(c3)OCO4)n2)nc1,IC50,'=',37784.33,nM,267.24,2.53
CHEMBL93266,O=C(N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1)C(F)(F)F,IC50,'=',11.4,nM,337.3,3.13
CHEMBL1459655,CC(=O)Nc1nonc1-c1nc2ccccc2n1N(C(C)=O)C(C)=O,IC50,'=',2745.63,nM,342.32,1.08
CHEMBL206499,CCCc1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,IC50,'=',3224,nM,312.32,2.46
CHEMBL438977,Cc1c(O)ccc2c1oc(=O)c1cc(Br)ccc12,IC50,'=',128,nM,305.13,3.72
CHEMBL372808,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OC[C@H](C)N3CCCC3)cc2)c2ccc(O)cc12,IC50,'=',2.3,nM,456.59,5.94
CHEMBL371072,CN(C)CCOc1ccc(Cn2c3ccc(O)cc3c3sc4cc(O)ccc4c32)cc1,IC50,'=',31,nM,432.55,5.41
CHEMBL1582133,C1CCC(c2nn3c(-c4[nH]nc5c4CCC5)nnc3s2)CC1,IC50,'=',10218.25,nM,314.42,3.11
CHEMBL1386982,COc1ccc(NC(=O)CN(c2ccccc2)S(=O)(=O)N(C)C)cc1OC,IC50,'=',10099.67,nM,393.47,1.96
CHEMBL597888,NC(=O)c1cccc2c1C(=O)N(C1CCCCC1)C2,IC50,'=',12456.58,nM,258.32,2.07
CHEMBL1567315,CCOC(=O)N1CCN(C(c2cccnc2)c2ccc3cccnc3c2O)CC1,IC50,'=',10586.04,nM,392.46,3.2
CHEMBL189706,CCOC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',190,nM,299.28,3.08
CHEMBL1362841,O=C(Cc1cccs1)Nc1ccccn1,IC50,'=',16772.85,nM,218.28,2.32
CHEMBL57978,O=C(O)C(O)c1ccco1,IC50,'=',3234.72,nM,142.11,0.4
CHEMBL193064,CCc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,IC50,'=',2.4,nM,282.31,4.62
CHEMBL192849,CC#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,IC50,'=',5.5,nM,292.31,4.43
CHEMBL183049,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',50,nM,463.6,5.79
CHEMBL361063,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3C)oc12,IC50,'=',27,nM,267.28,3.86
CHEMBL361871,C=Cc1cc(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,IC50,'=',25,nM,350.14,4.45
CHEMBL201809,CC#C[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',381,nM,314.47,3.67
CHEMBL3197284,ON=C1/C(=N\O)CC2(C/C1=N/O)OCCO2,IC50,'=',14134.18,nM,229.19,0.01
CHEMBL4868001,CN(c1ccc(Cl)cc1)S(=O)(=O)C1CC2OC1C(c1ccc(NC(=O)CCCCCCC(=O)O)cc1)=C2c1ccc(O)cc1,IC50,'=',1876,nM,639.17,6.33
CHEMBL1452728,Cc1ccc(-c2nnc(CSc3nc4cc5c(cc4cc3C)OCO5)o2)cc1,IC50,'=',35.9,nM,391.45,4.92
CHEMBL182404,C[C@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',45,nM,477.63,6.17
CHEMBL184202,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC4C3)cc2)cc1,IC50,'=',136,nM,461.58,5.4
CHEMBL93391,CN(C)C(=O)/C=C/c1ccc(N2CCc3cc(O)ccc3C2c2ccccc2)cc1,IC50,'=',8.7,nM,398.51,4.65
CHEMBL203561,C#CC[C@]12CC[C@H](O)CC1=CCC1C2CC[C@@]2(C)C1CC[C@@H]2O,IC50,'=',286,nM,314.47,3.67
CHEMBL372304,COc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,IC50,'=',1190,nM,267.28,3.32
CHEMBL1449660,CCCCOC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3ccc4c5c(cccc35)C(=O)N4)cc12,IC50,'=',13510.57,nM,478.53,5.22
CHEMBL1578546,CSc1ccccc1NC(=O)c1noc2c1CCC2,IC50,'=',3769.25,nM,274.35,3.14
CHEMBL1522300,COc1ccc(N2Cc3cccc(C(=O)N4CCN(C(=O)c5ccco5)CC4)c3C2=O)cc1,IC50,'=',5993.57,nM,445.48,3.05
CHEMBL1584730,NC1=C(c2nc3ccccc3[nH]2)C(=O)CN1c1ccc(CC(=O)O)cc1,IC50,'=',25929.39,nM,348.36,1.91
CHEMBL290106,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,IC50,'=',8147.15,nM,356.06,5.86
CHEMBL1511693,Cc1ccc(S(=O)(=O)Cc2ccc(C(=O)N3CCc4ccccc4C3)o2)cc1,IC50,'=',4879.31,nM,395.48,3.76
CHEMBL1365170,O=C(CSc1ccc(Cl)cc1)c1ccco1,IC50,'=',17872.59,nM,252.72,3.91
CHEMBL1331469,CN1CCN(c2ccc(NC(=O)c3cccc(OCc4ccccc4)c3)cc2)CC1,IC50,'=',79.31,nM,401.51,4.27
CHEMBL195165,CCC1=N[C@H](c2ccc(OCCN3CCCCC3)cc2Cl)[C@H](c2ccc(O)cc2Cl)N1,IC50,'=',6000,nM,462.42,5.76
CHEMBL1441401,c1coc(-c2nnc3sc(Cc4cccs4)nn23)c1,IC50,'=',4407.25,nM,288.36,3.1
CHEMBL1599140,CN1CCN(CC(=O)Nc2sc3c(c2C#N)CCCC3)CC1,IC50,'=',14962.76,nM,318.45,1.68
CHEMBL315866,Oc1ccc2c(c1)CCN(c1ccccc1)C2Cc1ccccc1,IC50,'=',66.4,nM,315.42,4.74
CHEMBL1342063,CCOc1ccc(C(=O)OCC(=O)NCc2ccco2)cc1OCC,IC50,'=',112.84,nM,347.37,2.55
CHEMBL93586,O=C(/C=C/c1ccc(N2CCc3cc(O)ccc3C2c2ccccc2)cc1)N1CCOCC1,IC50,'=',4.8,nM,440.54,4.42
CHEMBL78905,O=c1c2ccc(O)cc2oc2c1oc1c(Br)cc(O)cc12,IC50,'=',1740,nM,347.12,3.87
CHEMBL205577,Cc1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1,IC50,'=',11371,nM,284.27,1.81
CHEMBL33808,CCc1cc(O)cc2c1C(=O)[C@@H](c1ccc(O)cc1)[C@@H](c1ccc(OCCN3CCCCC3)cc1)O2,IC50,'=',152,nM,487.6,5.63
CHEMBL93308,Oc1ccc([C@@H]2Sc3c(O)cc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',788,nM,479.6,5.64
CHEMBL1084129,CCN(CC)CCOc1ccc([C@@H]2Oc3ccccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',28,nM,457.57,5.94
CHEMBL1087288,Oc1ccc2c(c1)O[C@H](c1ccc(OCCN3CCCCCC3)cc1)C1=C2CCOc2ccccc21,IC50,'=',140,nM,483.61,6.47
CHEMBL181862,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H]4C[C@@H]43)cc2)cc1,IC50,'=',56,nM,461.58,5.54
CHEMBL365999,Oc1ccc2cc(-c3ccc(O)c(Cl)c3)ccc2c1,IC50,'=',11,nM,270.72,4.57
CHEMBL361751,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCCN3CCCC3)cc2)cc1,IC50,'=',81,nM,463.6,5.93
CHEMBL188951,N#CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',1040,nM,266.26,2.97
CHEMBL362793,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,IC50,'=',64,nM,279.65,3.7
CHEMBL187663,CC(C)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,IC50,'=',82,nM,269.3,4.03
CHEMBL362356,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1,IC50,'=',16,nM,261.66,3.56
CHEMBL1087557,O=C1CCC(=O)N1CCCOc1ccc([C@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1,IC50,'=',12.7,nM,513.55,4.84
CHEMBL205119,C=Cc1cc(O)cc2c1-c1ccc(O)c(C)c1CC2,IC50,'=',12,nM,252.31,3.81
CHEMBL1431996,Nc1c(C(=O)NCc2ccco2)sc2nc3c(cc12)C(=O)CCC3,IC50,'=',6253.33,nM,341.39,2.92
CHEMBL1525514,CCc1ccc(NC(=O)CSc2nc(C)cc(O)n2)cc1,IC50,'=',48824.27,nM,303.39,2.78
